CanalID,Nome_Canal,Plataforma,Data_Criacao,Data_Alteracao,Usuario_Criacao,Usuario_Alteracao
503,SMS,SalesforeceServiceNow,"2020-02-09 00:00:00","2024-02-20 00:00:00","Uma Bezerra","Lucy Cruz"
504,App,Intercom,"2022-08-15 00:00:00","2024-06-05 00:00:00","Alfonso Trindade","Duncan Siqueira"
505,RedesSociais,Drift,"2024-02-14 00:00:00","2024-04-28 00:00:00","Buffy Felix","Carla Borges"
506,RedesSociais,HootSuite,"2023-04-29 00:00:00","2023-12-11 00:00:00","Graiden da Silva","Austin Nunes"
507,Telegram,Intercom,"2022-10-22 00:00:00","2025-07-04 00:00:00","Walter Antunes","Nadine Cordeiro"
508,Chat,Zendesk,"2023-03-18 00:00:00","2025-06-14 00:00:00","Joy de Campos","Ronan Rosa"
509,Chatbot,HootSuite,"2024-03-21 00:00:00","2024-11-26 00:00:00","Ryan Caetano","Austin Correia"
510,Chat,SalesforeceServiceNow,"2022-02-21 00:00:00","2024-12-03 00:00:00","Aurelia de Lourdes","Peter da Cruz"
511,Chat,Five9,"2022-07-23 00:00:00","2025-01-31 00:00:00","Samson Das Chagas","Olivia Teixeira"
512,RedesSociais,Zendesk,"2020-10-05 00:00:00","2025-05-30 00:00:00","Brendan de Andrade","Xaviera de Jesus"
513,Telegram,Intercom,"2024-05-15 00:00:00","2024-05-26 00:00:00","Flynn Lemos","Rhona Maia"
514,E-mail,LiveChat,"2021-10-07 00:00:00","2023-10-11 00:00:00","Wesley Santos","Macaulay Barboza"
515,Telefone,Zendesk,"2023-03-27 00:00:00","2025-07-20 00:00:00","Cole Pereira","Cameron Galdino"
516,Chat,SproutSocial,"2020-11-26 00:00:00","2024-03-09 00:00:00","Christen Barros","Ethan do Nascimento"
517,Chatbot,SproutSocial,"2020-12-23 00:00:00","2023-09-28 00:00:00","Fulton Farias","Quinn Diniz"
518,Telegram,Five9,"2021-06-17 00:00:00","2025-02-09 00:00:00","Jessica Araujo","Dominic de Jesus"
519,Chatbot,Freshdesk,"2022-12-04 00:00:00","2024-05-22 00:00:00","Grady Matias","Vernon Matos"
520,SMS,Intercom,"2022-01-07 00:00:00","2025-06-21 00:00:00","Alexa Bastos","Breanna Henrique"
521,RedesSociais,HootSuite,"2024-06-11 00:00:00","2025-07-19 00:00:00","Marah Coelho","Madaline Fernandes"
522,Chatbot,HootSuite,"2024-04-23 00:00:00","2024-06-09 00:00:00","Eugenia Vasconcelos","Joelle Rezende"
523,Chat,Drift,"2021-02-24 00:00:00","2024-09-18 00:00:00","Yardley Camargo","Linda de Souza"
524,Telegram,SalesforeceServiceNow,"2023-09-10 00:00:00","2024-12-14 00:00:00","Cheyenne Teles","Brielle dos Anjos"
525,Telefone,Ticketing,"2023-09-29 00:00:00","2024-01-26 00:00:00","Ray Aguiar","Nina Chagas"
526,RedesSociais,SproutSocial,"2021-08-25 00:00:00","2024-03-17 00:00:00","Nell Barboza","Jonah de Morais"
527,Chat,LiveChat,"2023-02-23 00:00:00","2025-06-17 00:00:00","Mia Das Gracas","Pascale da Cunha"
528,Chat,Zendesk,"2020-10-13 00:00:00","2023-11-27 00:00:00","Veronica Tavares","Boris da Cunha"
529,SMS,Freshdesk,"2020-12-31 00:00:00","2024-01-26 00:00:00","Francis Freitas","Jessamine Borges"
530,RedesSociais,Five9,"2021-04-14 00:00:00","2024-03-29 00:00:00","Murphy Bueno","Nora Franca"
531,RedesSociais,SproutSocial,"2021-06-27 00:00:00","2024-05-30 00:00:00","Zena Pereira","Lacota Fonseca"
532,Telegram,Intercom,"2020-08-02 00:00:00","2023-12-29 00:00:00","Keith Soares","Cherokee Leite"
533,WhatsApp,SalesforeceServiceNow,"2021-04-21 00:00:00","2024-06-19 00:00:00","Colton Macedo","Brianna Guedes"
534,SMS,HootSuite,"2022-05-26 00:00:00","2024-01-21 00:00:00","Zena da Silva","Carol Santiago"
535,RedesSociais,SalesforeceServiceNow,"2021-04-29 00:00:00","2024-03-25 00:00:00","Cooper Castro","Heidi Brito"
536,RedesSociais,LiveChat,"2020-11-27 00:00:00","2024-01-07 00:00:00","Ali Rodrigues","Mason Magalhaes"
537,SMS,LiveChat,"2020-08-26 00:00:00","2024-04-05 00:00:00","Calvin Vieira","Reuben Feitosa"
538,Chat,Freshdesk,"2022-07-23 00:00:00","2024-06-27 00:00:00","Randall da Cunha","Aaron Pires"
539,Telegram,Five9,"2020-10-16 00:00:00","2024-07-29 00:00:00","Dolan Caetano","Hop dos Reis"
540,Telegram,Five9,"2022-05-13 00:00:00","2023-12-01 00:00:00","Grady Firmino","Mechelle Bueno"
541,SMS,Intercom,"2020-08-04 00:00:00","2024-12-29 00:00:00","Wynne Siqueira","Odette Gonçalves"
542,Chatbot,Ticketing,"2022-03-02 00:00:00","2025-01-17 00:00:00","Basia Ferreira","Galvin Coelho"
543,Chatbot,SalesforeceServiceNow,"2022-11-28 00:00:00","2025-03-28 00:00:00","Adena Ramos","Vincent Freitas"
544,Chat,Freshdesk,"2024-06-11 00:00:00","2025-04-03 00:00:00","Vladimir Cavalcante","Maxwell Gonzaga"
545,Telefone,LiveChat,"2020-12-20 00:00:00","2024-12-28 00:00:00","Mia Gonzaga","Neville de Souza"
546,Chat,SproutSocial,"2022-11-06 00:00:00","2024-04-30 00:00:00","Prescott Galdino","Aladdin Almeida"
547,Telefone,Five9,"2022-05-05 00:00:00","2025-05-17 00:00:00","Zenaida Paulino","Wynter Silva"
548,WhatsApp,Ticketing,"2020-05-14 00:00:00","2023-11-28 00:00:00","Diana Rosa","Naomi de Almeida"
549,Telefone,Zendesk,"2020-03-01 00:00:00","2024-12-13 00:00:00","Elton dos Reis","Arthur Santiago"
550,Telegram,Ticketing,"2020-03-25 00:00:00","2024-10-15 00:00:00","Savannah Marinho","Heidi Freitas"
551,Chatbot,LiveChat,"2020-07-06 00:00:00","2024-09-08 00:00:00","Alden Campos","Xenos Sántos"
552,Telegram,HootSuite,"2022-08-20 00:00:00","2023-10-20 00:00:00","Camille Cavalcante","Linda Silva"
553,Telefone,Intercom,"2022-03-02 00:00:00","2024-05-30 00:00:00","Alexis Nunes","Connor Cavalcante"
554,Chatbot,Freshdesk,"2022-11-28 00:00:00","2025-05-31 00:00:00","Azalia Abreu","Stacey Brito"
555,App,Zendesk,"2022-02-12 00:00:00","2024-06-24 00:00:00","Minerva Soares","Jillian Monteiro"
556,Telefone,Ticketing,"2023-03-08 00:00:00","2023-12-01 00:00:00","Lacey Brandao","Amanda de Abreu"
557,Telegram,LiveChat,"2022-05-01 00:00:00","2023-12-06 00:00:00","Kyle Domingos","Teagan Brito"
558,Chatbot,SalesforeceServiceNow,"2023-01-07 00:00:00","2024-03-18 00:00:00","Merrill de Paula","Charissa Vaz"
559,Telegram,HootSuite,"2022-05-11 00:00:00","2025-05-07 00:00:00","Ella Medeiros","Desirae Santos"
560,RedesSociais,Five9,"2023-05-31 00:00:00","2024-01-31 00:00:00","Vladimir Nunes","Kato Rezende"
561,Telefone,Zendesk,"2024-03-28 00:00:00","2025-06-29 00:00:00","Edward Inacio","Lars Cunha"
562,SMS,SproutSocial,"2023-08-15 00:00:00","2024-10-08 00:00:00","Todd Das Chagas","Chase Mariano"
563,RedesSociais,Ticketing,"2021-12-21 00:00:00","2024-01-12 00:00:00","Cheryl dos Santos","Clementine Faria"
564,Chatbot,LiveChat,"2020-09-18 00:00:00","2024-04-19 00:00:00","Brenna da Cruz","Amela Vaz"
565,Chatbot,SalesforeceServiceNow,"2024-01-09 00:00:00","2024-06-29 00:00:00","Oscar Das Dores","Lila Monteiro"
566,Chatbot,Drift,"2023-03-19 00:00:00","2024-06-07 00:00:00","Branden Coutinho","Nathaniel Barros"
567,Telegram,Intercom,"2022-03-03 00:00:00","2024-04-15 00:00:00","Lana de Moura","Reuben Lima"
568,Telefone,SproutSocial,"2020-07-25 00:00:00","2025-03-29 00:00:00","Carter Abreu","Samantha Aguiar"
569,E-mail,Five9,"2024-09-08 00:00:00","2024-09-19 00:00:00","Ima Neves","Dolan de Souza"
570,RedesSociais,Five9,"2021-04-13 00:00:00","2024-05-27 00:00:00","Jaquelyn Pereira","Vanna dos Anjos"
571,App,SproutSocial,"2020-11-05 00:00:00","2025-01-06 00:00:00","Benjamin Coelho","Jade Leite"
572,SMS,Ticketing,"2023-11-05 00:00:00","2025-06-06 00:00:00","Bo Peixoto","Buckminster Das Chagas"
573,Telefone,Zendesk,"2024-04-13 00:00:00","2024-01-21 00:00:00","Winifred Inacio","Macon Silva"
574,RedesSociais,Freshdesk,"2022-05-13 00:00:00","2025-07-10 00:00:00","Jelani de Moura","Duncan Mendonca"
575,Telegram,LiveChat,"2023-07-27 00:00:00","2023-12-29 00:00:00","Glenna Bueno","Miranda Carvalho"
576,Chatbot,SalesforeceServiceNow,"2023-02-06 00:00:00","2023-12-26 00:00:00","Brenna de Oliveira","Olga Das Chagas"
577,WhatsApp,Intercom,"2021-12-31 00:00:00","2024-09-20 00:00:00","Timon Sampaio","Kylan da Conceiçao"
578,Chatbot,Five9,"2022-10-05 00:00:00","2024-06-28 00:00:00","Kirsten Aguiar","Candice Felix"
579,Chat,HootSuite,"2023-10-19 00:00:00","2024-06-22 00:00:00","Shelly Braga","Lara Maciel"
580,App,SproutSocial,"2024-04-25 00:00:00","2025-09-21 00:00:00","Benjamin Cunha","Maggie Pires"
581,RedesSociais,Intercom,"2022-03-18 00:00:00","2025-05-10 00:00:00","Ora de Azevedo","Sharon Maciel"
582,RedesSociais,SproutSocial,"2020-05-09 00:00:00","2025-06-11 00:00:00","Neville Franca","Randall Pacheco"
583,Chat,Freshdesk,"2024-02-07 00:00:00","2024-08-11 00:00:00","Isadora Correia","Lysandra Nascimento"
584,SMS,HootSuite,"2023-05-20 00:00:00","2024-09-25 00:00:00","Uriel Franca","Ivana Chaves"
585,App,Zendesk,"2020-11-05 00:00:00","2024-02-19 00:00:00","Hope de Assis","Kimberly Freitas"
586,Telefone,SproutSocial,"2021-04-16 00:00:00","2024-11-16 00:00:00","Pamela Braz","Prescott Correia"
587,Chatbot,Intercom,"2022-09-08 00:00:00","2023-11-27 00:00:00","Cedric Cunha","Unity Araujo"
588,E-mail,Freshdesk,"2022-02-28 00:00:00","2025-02-12 00:00:00","Anjolie de Azevedo","Erica Xavier"
589,Chat,SalesforeceServiceNow,"2020-04-02 00:00:00","2024-04-30 00:00:00","Wanda Paiva","Cailin Brandao"
590,Telefone,Freshdesk,"2023-02-11 00:00:00","2023-12-03 00:00:00","Wynne Firmino","Chelsea Matos"
591,E-mail,HootSuite,"2020-07-19 00:00:00","2024-10-22 00:00:00","Hillary Macedo","Fritz Silva"
592,Chatbot,LiveChat,"2021-09-13 00:00:00","2024-02-23 00:00:00","Iola de Castro","Orli Sampaio"
593,Telefone,Zendesk,"2021-01-03 00:00:00","2024-10-02 00:00:00","Reed Nogueira","Clayton Rosa"
594,Chat,Five9,"2021-10-30 00:00:00","2025-08-26 00:00:00","Angelica de Oliveira","Dominique Viana"
595,RedesSociais,Freshdesk,"2023-01-13 00:00:00","2024-12-13 00:00:00","Shelly Torres","Chaney dos Anjos"
596,App,SproutSocial,"2024-07-18 00:00:00","2024-12-22 00:00:00","Pamela Cunha","Ivory Santiago"
597,WhatsApp,Drift,"2020-11-18 00:00:00","2023-11-19 00:00:00","Kevin Vaz","McKenzie Fagundes"
598,Chat,Zendesk,"2024-01-13 00:00:00","2024-09-24 00:00:00","Kevyn Duarte","Brennan Feitosa"
599,E-mail,Five9,"2021-03-19 00:00:00","2025-07-28 00:00:00","Sacha Franco","Bianca Freire"
600,Telefone,LiveChat,"2024-04-18 00:00:00","2024-03-09 00:00:00","Zorita Matias","Elmo Melo"
601,RedesSociais,SalesforeceServiceNow,"2023-04-29 00:00:00","2023-12-14 00:00:00","September Fagundes","Hedy da Luz"
602,E-mail,Drift,"2023-07-20 00:00:00","2024-04-14 00:00:00","Lilah de Souza","Anthony Sousa"
603,App,SproutSocial,"2024-06-26 00:00:00","2025-06-15 00:00:00","Jacqueline de Assis","Xena de Lima"
604,App,Drift,"2020-03-19 00:00:00","2023-12-27 00:00:00","Damon Fonseca","Elmo Matos"
605,WhatsApp,Five9,"2022-08-28 00:00:00","2024-02-14 00:00:00","Arsenio Furtado","Lester Mendonca"
606,App,Freshdesk,"2022-10-19 00:00:00","2025-06-09 00:00:00","Meghan Cruz","Yasir Guedes"
607,App,LiveChat,"2021-06-30 00:00:00","2025-08-05 00:00:00","Judith de Abreu","Blythe Sampaio"
608,Telefone,Five9,"2020-01-04 00:00:00","2025-06-19 00:00:00","Oprah Bento","Linus Braga"
609,Telefone,SproutSocial,"2022-11-17 00:00:00","2024-04-03 00:00:00","Mira Carneiro","Dominique Carvalho"
610,Telegram,LiveChat,"2020-02-09 00:00:00","2025-08-01 00:00:00","Kirestin Campos","Lydia Inacio"
611,RedesSociais,LiveChat,"2020-03-17 00:00:00","2025-04-10 00:00:00","Arthur Ferreira","Rashad Morais"
612,App,Zendesk,"2021-07-30 00:00:00","2023-12-15 00:00:00","Robin Simoes","Montana Nunes"
613,E-mail,SproutSocial,"2021-08-17 00:00:00","2024-02-12 00:00:00","Daniel Melo","Nina Guimaraes"
614,Telegram,SproutSocial,"2020-01-12 00:00:00","2024-05-20 00:00:00","Jemima Almeida","Abdul Leal"
615,E-mail,Freshdesk,"2021-11-21 00:00:00","2023-10-23 00:00:00","Kaseem de Melo","Garth Batista"
616,SMS,Zendesk,"2020-08-18 00:00:00","2024-10-30 00:00:00","Joan de Oliveira","Amir Paulino"
617,Telegram,Five9,"2021-09-02 00:00:00","2024-12-01 00:00:00","Clayton Nascimento","Mikayla Costa"
618,Telegram,LiveChat,"2021-04-24 00:00:00","2024-02-26 00:00:00","Maia da Cruz","Aretha Freitas"
619,RedesSociais,Ticketing,"2023-01-06 00:00:00","2025-06-28 00:00:00","Walter Fonseca","Yasir Viana"
620,RedesSociais,Intercom,"2022-09-11 00:00:00","2024-05-07 00:00:00","Freya Dias","Kyle Freitas"
621,Chat,HootSuite,"2024-01-03 00:00:00","2025-02-16 00:00:00","Rafael Andrade","Dale Gonçalves"
622,RedesSociais,SproutSocial,"2024-05-02 00:00:00","2024-04-04 00:00:00","Minerva Peixoto","Blake Santana"
623,Chat,SproutSocial,"2023-06-26 00:00:00","2025-03-27 00:00:00","Ralph da Cruz","Myles Barboza"
624,RedesSociais,Five9,"2024-07-20 00:00:00","2024-08-24 00:00:00","Troy Coutinho","Blake Das Dores"
625,Telegram,Zendesk,"2020-03-19 00:00:00","2024-07-01 00:00:00","Roary Leite","Barbara Silveira"
626,Telefone,SalesforeceServiceNow,"2023-10-02 00:00:00","2024-06-24 00:00:00","Charity Abreu","TaShya de Melo"
627,Chatbot,HootSuite,"2022-11-25 00:00:00","2024-12-29 00:00:00","Garrison Sampaio","Jordan Dias"
628,RedesSociais,Drift,"2024-08-21 00:00:00","2024-07-30 00:00:00","Victoria Xavier","Desirae Cruz"
629,E-mail,Freshdesk,"2020-04-13 00:00:00","2024-12-13 00:00:00","Joelle Rocha","Caesar Torres"
630,Telegram,Five9,"2020-03-25 00:00:00","2023-12-27 00:00:00","Maite Guimaraes","Theodore Camargo"
631,RedesSociais,LiveChat,"2022-10-29 00:00:00","2024-05-24 00:00:00","Omar Brito","Chancellor de Andrade"
632,RedesSociais,Drift,"2021-10-29 00:00:00","2025-04-06 00:00:00","Rooney Martins","Caryn Correa"
633,Chatbot,Freshdesk,"2023-12-10 00:00:00","2025-04-16 00:00:00","Caldwell Das Dores","Hashim Xavier"
634,Chatbot,Freshdesk,"2022-04-30 00:00:00","2025-01-15 00:00:00","Brady Santos","Leroy Amaral"
635,E-mail,Intercom,"2022-02-25 00:00:00","2025-03-02 00:00:00","Lisandra Xavier","Chava Menezes"
636,App,SalesforeceServiceNow,"2023-11-10 00:00:00","2024-02-21 00:00:00","Nehru Teodoro","Harding Souza"
637,Telegram,Freshdesk,"2021-12-22 00:00:00","2024-05-20 00:00:00","Hammett Martins","Alika Muniz"
638,Chatbot,Five9,"2021-04-05 00:00:00","2025-04-02 00:00:00","Kimberly Campos","Nash Queiroz"
639,Telefone,Five9,"2024-05-29 00:00:00","2024-03-16 00:00:00","Zena Bento","Thomas Paulino"
640,Telegram,Five9,"2020-06-12 00:00:00","2023-11-08 00:00:00","Todd Amaral","Daquan Leite"
641,RedesSociais,SalesforeceServiceNow,"2020-12-09 00:00:00","2023-12-27 00:00:00","Luke Pinto","Aaron Guedes"
642,Telefone,Zendesk,"2021-05-29 00:00:00","2023-10-21 00:00:00","Desiree Brandao","Ingrid Azevedo"
643,E-mail,HootSuite,"2024-09-11 00:00:00","2025-08-14 00:00:00","Reese Galdino","Hermione Nogueira"
644,Chat,Five9,"2024-03-17 00:00:00","2025-01-02 00:00:00","Odysseus dos Reis","Roth Aparecido"
645,WhatsApp,Zendesk,"2020-07-27 00:00:00","2023-12-09 00:00:00","Castor Simoes","Pandora Guedes"
646,Telegram,SalesforeceServiceNow,"2021-09-28 00:00:00","2025-05-02 00:00:00","Chastity dos Santos","Briar da Silveira"
647,Chat,LiveChat,"2021-02-07 00:00:00","2024-12-11 00:00:00","Fuller Marinho","Sasha de Moura"
648,RedesSociais,Five9,"2020-04-16 00:00:00","2024-03-24 00:00:00","Yasir Correia","Nolan Pinheiro"
649,Chat,Intercom,"2020-11-27 00:00:00","2024-09-09 00:00:00","Madaline Matos","Nehru Mota"
650,SMS,Intercom,"2024-03-30 00:00:00","2024-10-07 00:00:00","Thane Leite","Reed da Rosa"
651,App,SproutSocial,"2024-05-14 00:00:00","2023-10-17 00:00:00","Perry do Carmo","Aurelia Teles"
652,App,Intercom,"2023-11-11 00:00:00","2025-08-23 00:00:00","Leroy de Moraes","Molly dos Santos"
653,WhatsApp,Zendesk,"2024-08-12 00:00:00","2025-01-05 00:00:00","Blake Firmino","Alma Franco"
654,Chat,Freshdesk,"2023-02-16 00:00:00","2025-03-08 00:00:00","Amethyst Miranda","Chase Pacheco"
655,Chatbot,SalesforeceServiceNow,"2020-09-28 00:00:00","2025-08-12 00:00:00","Pamela Sántos","Cassandra Magalhaes"
656,Telefone,SproutSocial,"2024-09-28 00:00:00","2025-05-04 00:00:00","Andrew Torres","Allen Das Neves"
657,SMS,SalesforeceServiceNow,"2020-12-04 00:00:00","2025-08-10 00:00:00","Hannah Reis","Jocelyn Sales"
658,WhatsApp,SalesforeceServiceNow,"2020-02-05 00:00:00","2025-02-06 00:00:00","Jesse Siqueira","Teagan Batista"
659,Telefone,SproutSocial,"2021-01-22 00:00:00","2023-10-16 00:00:00","Stacy de Paula","Anastasia da Silva"
660,Chatbot,SproutSocial,"2021-08-24 00:00:00","2023-11-01 00:00:00","Molly Rocha","Hyatt Lemos"
661,Chatbot,SproutSocial,"2021-08-15 00:00:00","2025-06-18 00:00:00","Stacy Bezerra","Sybil de Araujo"
662,RedesSociais,LiveChat,"2024-03-30 00:00:00","2025-08-30 00:00:00","Candace Cabral","Charles Firmino"
663,Telefone,Freshdesk,"2024-07-28 00:00:00","2024-10-27 00:00:00","Jakeem Rezende","Giacomo de Barros"
664,WhatsApp,SproutSocial,"2023-09-26 00:00:00","2024-10-04 00:00:00","Lunea Cruz","Imelda Bispo"
665,E-mail,Five9,"2022-06-24 00:00:00","2023-12-18 00:00:00","Madaline Lopes","Maite Mariano"
666,SMS,SproutSocial,"2020-03-04 00:00:00","2024-07-14 00:00:00","Hyacinth Messias","Mechelle Xavier"
667,SMS,SalesforeceServiceNow,"2024-06-18 00:00:00","2024-05-03 00:00:00","Cedric da Luz","Hop Teodoro"
668,E-mail,SalesforeceServiceNow,"2021-11-06 00:00:00","2024-05-31 00:00:00","Chaney Barbosa","Martena de Santana"
669,E-mail,Ticketing,"2024-01-03 00:00:00","2023-12-28 00:00:00","Shoshana Maciel","Preston Candido"
670,Chat,SalesforeceServiceNow,"2021-01-31 00:00:00","2023-12-18 00:00:00","Lucian Bezerra","Carlos Reis"
671,RedesSociais,Ticketing,"2020-05-17 00:00:00","2025-02-01 00:00:00","Hedy da Costa","Stacey Franca"
672,App,Zendesk,"2022-11-22 00:00:00","2024-11-28 00:00:00","Hanna da Silva","Wing Fonseca"
673,Telegram,LiveChat,"2020-06-24 00:00:00","2024-04-07 00:00:00","Clare Franco","Melanie Antunes"
674,Chat,LiveChat,"2023-11-09 00:00:00","2025-02-10 00:00:00","Oleg Pinto","Pearl Sales"
675,RedesSociais,LiveChat,"2022-09-09 00:00:00","2024-09-05 00:00:00","Reece de Barros","Delilah da Silveira"
676,E-mail,SalesforeceServiceNow,"2020-04-25 00:00:00","2024-05-10 00:00:00","Kelly de Sousa","Quinlan Pinheiro"
677,Chatbot,SproutSocial,"2023-07-26 00:00:00","2023-11-02 00:00:00","Shoshana Santos","John Fernandes"
678,RedesSociais,Zendesk,"2022-05-12 00:00:00","2023-12-29 00:00:00","Emery Sampaio","Jocelyn Inacio"
679,RedesSociais,SproutSocial,"2022-07-13 00:00:00","2023-11-26 00:00:00","Donna Viana","Alisa dos Anjos"
680,Telegram,Five9,"2023-08-05 00:00:00","2025-05-14 00:00:00","Alexander de Andrade","Honorato Campos"
681,SMS,Intercom,"2020-10-24 00:00:00","2025-03-06 00:00:00","Yuli Coutinho","Ian Fagundes"
682,E-mail,SproutSocial,"2022-11-10 00:00:00","2024-05-29 00:00:00","Guy de Araujo","Jade Morais"
683,App,Zendesk,"2020-12-23 00:00:00","2024-09-01 00:00:00","Meredith Gonçalves","Kalia de Jesus"
684,RedesSociais,Intercom,"2021-01-07 00:00:00","2025-07-27 00:00:00","Alea de Azevedo","Amaya Almeida"
685,RedesSociais,LiveChat,"2020-06-29 00:00:00","2025-02-19 00:00:00","Kylee Bento","Abel Araujo"
686,Telefone,Freshdesk,"2023-04-20 00:00:00","2025-01-24 00:00:00","Channing Aguiar","Hilda Andrade"
687,E-mail,Five9,"2020-03-12 00:00:00","2025-03-08 00:00:00","Caesar Macedo","Gannon Amaral"
688,WhatsApp,Ticketing,"2023-10-26 00:00:00","2025-01-25 00:00:00","Hedda Melo","Alea de Moura"
689,Chatbot,Freshdesk,"2023-03-11 00:00:00","2025-06-25 00:00:00","Jakeem dos Santos","Jana Paulino"
690,RedesSociais,HootSuite,"2023-05-22 00:00:00","2024-05-25 00:00:00","Ciaran Faria","Lyle Oliveira"
691,RedesSociais,Five9,"2022-10-04 00:00:00","2024-03-23 00:00:00","Gregory Santiago","Ray Silva"
692,E-mail,Five9,"2024-09-13 00:00:00","2025-02-12 00:00:00","Lillian de Oliveira","Maia Ferreira"
693,Telegram,Drift,"2021-03-16 00:00:00","2025-08-25 00:00:00","Griffin da Silveira","Reese de Souza"
694,Telefone,Intercom,"2020-05-07 00:00:00","2024-08-06 00:00:00","April Paulino","Andrew de Carvalho"
695,WhatsApp,Ticketing,"2020-08-24 00:00:00","2025-09-26 00:00:00","William Domingos","Lucian de Assis"
696,Chat,SalesforeceServiceNow,"2024-09-22 00:00:00","2025-06-23 00:00:00","Keith Diniz","Colin Azevedo"
697,E-mail,Intercom,"2022-02-06 00:00:00","2025-01-27 00:00:00","Trevor Morais","Cooper Figueiredo"
698,E-mail,Intercom,"2024-07-17 00:00:00","2024-01-13 00:00:00","Ivory Medeiros","Oren Amaral"
699,App,Intercom,"2022-10-09 00:00:00","2025-05-25 00:00:00","Nehru da Cruz","Xenos de Freitas"
700,Telegram,Five9,"2020-10-09 00:00:00","2025-03-27 00:00:00","Owen Vasconcelos","Urielle dos Reis"
701,Telegram,Five9,"2020-02-26 00:00:00","2025-07-12 00:00:00","Hermione Firmino","Barry Araujo"
702,SMS,Zendesk,"2023-09-01 00:00:00","2023-11-03 00:00:00","Yardley Feitosa","Winter Araujo"
703,Telefone,SproutSocial,"2023-12-27 00:00:00","2024-05-15 00:00:00","Naida Peixoto","Micah Carvalho"
704,SMS,Intercom,"2023-12-03 00:00:00","2024-09-14 00:00:00","Beatrice Ferraz","Cheryl Martins"
705,SMS,SproutSocial,"2022-03-18 00:00:00","2024-07-02 00:00:00","Heidi Silva","Bradley Fagundes"
706,SMS,HootSuite,"2020-05-13 00:00:00","2024-02-03 00:00:00","Kirk Mariano","Scott de Campos"
707,E-mail,Freshdesk,"2020-09-15 00:00:00","2025-08-15 00:00:00","Dylan Morais","Jared Carneiro"
708,E-mail,HootSuite,"2021-05-23 00:00:00","2025-08-12 00:00:00","Griffith de Souza","Zachery Teodoro"
709,RedesSociais,HootSuite,"2021-03-05 00:00:00","2025-09-08 00:00:00","Paki Furtado","Arden de Abreu"
710,Telefone,Freshdesk,"2022-03-12 00:00:00","2024-08-25 00:00:00","Idola Machado","Sandra Melo"
711,Telegram,Zendesk,"2022-01-01 00:00:00","2024-01-07 00:00:00","Keegan Fagundes","Shana Rodrigues"
712,App,SalesforeceServiceNow,"2022-02-11 00:00:00","2023-11-30 00:00:00","Chava de Carvalho","Kerry Gonzaga"
713,WhatsApp,Intercom,"2020-07-06 00:00:00","2023-11-29 00:00:00","Kylan Peixoto","Victor Santana"
714,Chatbot,Zendesk,"2022-01-27 00:00:00","2024-05-21 00:00:00","Lucas de Paula","Branden de Fatima"
715,Chat,Drift,"2024-06-01 00:00:00","2024-09-20 00:00:00","Germane de Assis","Odessa Moreira"
716,Telefone,HootSuite,"2021-08-31 00:00:00","2025-06-02 00:00:00","Cassidy Cordeiro","Orson Rocha"
717,Chatbot,Drift,"2022-08-08 00:00:00","2025-06-23 00:00:00","Jonah Correa","Merrill Macedo"
718,Chat,LiveChat,"2020-06-26 00:00:00","2023-12-03 00:00:00","Price Cavalcante","Amena Matias"
719,E-mail,Intercom,"2021-12-03 00:00:00","2024-10-12 00:00:00","Fleur Queiroz","Illana Barboza"
720,SMS,LiveChat,"2021-01-09 00:00:00","2024-10-05 00:00:00","Amal de Barros","Wilma Torres"
721,RedesSociais,HootSuite,"2022-08-08 00:00:00","2024-01-26 00:00:00","Jescie dos Reis","Hasad Coelho"
722,Chatbot,LiveChat,"2024-02-12 00:00:00","2024-11-04 00:00:00","Amanda Nogueira","Vivian Carneiro"
723,E-mail,SproutSocial,"2022-12-14 00:00:00","2024-12-25 00:00:00","Gary Moreira","Jada Ribeiro"
724,SMS,SproutSocial,"2022-05-27 00:00:00","2024-04-15 00:00:00","Maite de Oliveira","Fulton Freire"
725,App,SalesforeceServiceNow,"2020-09-25 00:00:00","2023-11-23 00:00:00","Nigel Cordeiro","Kareem Aparecido"
726,Telefone,Drift,"2024-08-26 00:00:00","2024-03-21 00:00:00","Merrill Franca","Omar de Morais"
727,RedesSociais,Freshdesk,"2021-11-23 00:00:00","2024-10-23 00:00:00","Petra Freire","Kylee Correia"
728,Chat,LiveChat,"2023-08-21 00:00:00","2023-12-02 00:00:00","Demetria Candido","Jessica Aguiar"
729,Telegram,Drift,"2022-05-30 00:00:00","2025-08-09 00:00:00","Jessica Simoes","Kathleen Barreto"
730,Telefone,Freshdesk,"2023-11-29 00:00:00","2024-03-06 00:00:00","Axel Camargo","Margaret Bastos"
731,App,Freshdesk,"2021-02-06 00:00:00","2024-03-29 00:00:00","Arsenio Brito","Elaine Leite"
732,Telegram,Intercom,"2020-04-05 00:00:00","2025-07-06 00:00:00","Beck Melo","Harlan Franca"
733,RedesSociais,SalesforeceServiceNow,"2023-10-22 00:00:00","2025-04-28 00:00:00","Amos Maciel","Brittany Nonato"
734,Telegram,LiveChat,"2023-01-31 00:00:00","2024-09-11 00:00:00","Kuame Tavares","Alea Pinto"
735,Chatbot,SalesforeceServiceNow,"2021-01-31 00:00:00","2024-03-01 00:00:00","Quentin Costa","Orlando Miranda"
736,RedesSociais,HootSuite,"2022-11-06 00:00:00","2024-06-05 00:00:00","Kelly Costa","Zahir Moraes"
